#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2013 11 19 03 25  2.4  0.9 10.5  2.1  9.9 SSW SSW    AVERAGE  6.3 205
2013 11 19 02 55  2.5  0.9 10.5  2.3  9.9 SSW SSW    AVERAGE  6.5 211
2013 11 19 02 25  2.4  0.8 10.5  2.2  9.9 SSW SSW    AVERAGE  6.4 204
2013 11 19 01 55  2.3  0.6 10.5  2.2  9.9 SSW SSW    AVERAGE  6.2 202
2013 11 19 01 25  2.4  0.7 10.5  2.2  9.1 SSW SSW    AVERAGE  6.3 202
2013 11 19 00 55  2.6  0.7 10.5  2.4  9.9 SSW SSW    AVERAGE  6.5 209
2013 11 19 00 25  2.4  0.5 11.1  2.3  9.9  SW SSW    AVERAGE  6.4 198
2013 11 18 23 55  2.3  0.6 10.5  2.2  9.1 SSW SSW    AVERAGE  6.3 202
2013 11 18 23 25  2.4  0.5 10.5  2.3  9.1 SSW SSW    AVERAGE  6.4 207
2013 11 18 22 55  2.3  0.6 10.5  2.2  8.3 SSW SSW      STEEP  6.4 197
2013 11 18 22 25  2.3  0.6 10.5  2.2  8.3 SSW SSW      STEEP  6.3 202
2013 11 18 21 55  2.5  0.6 10.5  2.4  8.3 SSW SSW      STEEP  6.7 205
2013 11 18 21 25  2.4  0.5 10.5  2.3  9.9 SSW SSW    AVERAGE  6.4 200
2013 11 18 20 55  2.5  0.6 10.5  2.4  8.3 SSW SSW      STEEP  6.5 201
2013 11 18 20 25  2.5  0.7 10.5  2.3  9.1 SSW SSW    AVERAGE  6.5 205
2013 11 18 19 55  2.5  0.5 10.5  2.4  9.1 SSW SSW    AVERAGE  6.6 205
2013 11 18 19 25  2.8  0.6 10.5  2.7  9.9 SSW SSW    AVERAGE  6.9 201
2013 11 18 18 55  2.8  0.5 10.5  2.7  9.1 SSW SSW    AVERAGE  6.8 201
2013 11 18 18 25  2.6  0.6 10.5  2.5  9.1 SSW SSW    AVERAGE  6.6 204
2013 11 18 17 55  2.5  0.5 10.5  2.4  9.1 SSW SSW    AVERAGE  6.3 207
2013 11 18 17 25  2.5  0.3 10.5  2.4  9.1 SSW SSW    AVERAGE  6.3 207
2013 11 16 18 55  1.1  0.2 13.3  1.0  6.7   S WSW    AVERAGE  5.4 238
2013 11 16 15 55  1.2  0.2 12.5  1.1  7.1 SSE  SW    AVERAGE  5.1 233
2013 11 16 14 55  1.2  0.2 12.5  1.2  7.1   S  SW    AVERAGE  4.9 235
2013 11 16 14 25  1.2  0.2 10.5  1.2  7.1   S  SW    AVERAGE  4.9 233
2013 11 16 13 55  1.3  0.2 10.5  1.3  7.1   S  SW      STEEP  5.0 231
2013 11 16 12 25  1.3  0.2 10.5  1.3  7.1   S  SW      STEEP  4.8 229
2013 11 16 11 25  1.5  0.2 10.5  1.5  6.7   S  SW      STEEP  5.1 236
2013 11 16 08 55  1.6  0.2 13.3  1.6  7.1  SW  SW      STEEP  5.1 232
2013 11 16 06 55  1.7  0.2 13.3  1.7  7.1 SSE  SW      STEEP  5.3 235
2013 11 16 06 25  1.7  0.2 10.5  1.7  6.7   S  SW      STEEP  5.3 235
2013 11 16 05 55  1.7  0.2 13.3  1.7  7.1   S  SW      STEEP  5.3 235
2013 11 16 04 55  1.8  0.1 15.4  1.8  6.7 SSW WSW      STEEP  5.2 238
2013 11 16 04 25  1.7  0.2 14.3  1.6  7.1 SSW WSW      STEEP  5.1 238
2013 11 16 03 55  1.8  0.2 11.8  1.8  7.1  SW  SW      STEEP  5.2 233
2013 11 16 03 25  1.8  0.1 13.3  1.8  6.7 WSW  SW      STEEP  5.0 236
2013 11 16 02 55  1.9  0.2 10.5  1.9  7.1 SSW WSW      STEEP  5.1 240
2013 11 16 02 25  1.9  0.2 14.3  1.9  6.7  SW WSW      STEEP  5.0 242
2013 11 16 01 55  1.8  0.2 10.5  1.8  6.7 SSW WSW      STEEP  5.0 238
2013 11 16 01 25  1.8  0.2 10.5  1.8  7.1  SW WSW      STEEP  5.0 242
2013 11 16 00 55  1.8  0.2 13.3  1.8  6.7  SE WSW      STEEP  5.0 239
2013 11 16 00 25  1.6  0.2 13.3  1.6  6.7  SW WSW      STEEP  4.8 245
2013 11 15 23 55  1.8  0.2 15.4  1.8  6.7  SW WSW      STEEP  5.1 239
2013 11 15 23 25  1.8  0.2 14.3  1.8  6.7  SW WSW      STEEP  4.9 238
2013 11 15 22 55  1.8  0.2 14.3  1.7  6.7  SW WSW      STEEP  5.0 246
2013 11 15 22 25  1.7  0.2 13.3  1.7  6.7   S WSW      STEEP  4.8 250
2013 11 15 21 55  1.6  0.2 12.5  1.6  6.2 SSW WSW      STEEP  4.8 240
2013 11 15 21 25  1.5  0.2 15.4  1.5  6.7   W WSW      STEEP  4.8 246
2013 11 15 20 55  1.6  0.2 14.3  1.6  7.1   S WSW      STEEP  4.9 242
2013 11 15 20 25  1.6  0.1 12.5  1.6  7.1 SSE  SW      STEEP  4.9 236
2013 11 15 19 55  1.6  0.1 10.5  1.6  7.1   S WSW      STEEP  5.0 242
2013 11 15 19 25  1.7  0.2 14.3  1.7  6.7 SSW WSW      STEEP  5.0 250
2013 11 15 18 55  1.6  0.2 13.3  1.5  7.1   S WSW      STEEP  4.9 243
2013 11 15 18 25  1.6  0.2 13.3  1.6  6.7 SSE WSW      STEEP  4.9 245
2013 11 15 17 55  1.6  0.1 14.3  1.6  7.1   S WSW      STEEP  5.0 246
2013 11 15 17 25  1.5  0.1 13.3  1.5  5.9 SSE WSW VERY_STEEP  4.9 252
2013 11 15 16 55  1.6  0.1 13.3  1.6  7.1   S WSW      STEEP  5.1 247
2013 11 15 16 25  1.6  0.2 14.3  1.6  7.1 SSW WSW      STEEP  5.1 240
2013 11 15 15 55  1.6  0.1 16.7  1.6  7.7 WSW WSW    AVERAGE  5.2 240
2013 11 15 15 25  1.6  0.1 14.3  1.6  7.7   S WSW    AVERAGE  5.1 239
2013 11 15 14 55  1.7  0.2 10.5  1.6  7.1 SSW WSW      STEEP  5.1 246
2013 11 15 14 25  1.7  0.2 13.3  1.7  7.1 SSE WSW      STEEP  5.3 242
2013 11 15 13 55  1.8  0.2 13.3  1.8  7.1 SSE WSW      STEEP  5.2 247
2013 11 15 13 25  1.7  0.1 10.5  1.7  7.1   S WSW      STEEP  5.2 247
2013 11 15 12 55  1.9  0.1 14.3  1.9  7.1   W WSW      STEEP  5.2 247
2013 11 15 12 25  2.0  0.1 10.5  2.0  7.1 WSW WSW      STEEP  5.2 247
2013 11 15 11 55  1.9  0.2 13.3  1.9  7.1 SSW WSW      STEEP  5.1 252
2013 11 15 11 25  2.0  0.2 15.4  2.0  7.1  SW WSW      STEEP  5.3 253
2013 11 15 10 55  2.1  0.2 14.3  2.1  7.7 SSW WSW      STEEP  5.5 249
2013 11 15 10 25  2.0  0.2 15.4  2.0  7.1  SW WSW      STEEP  5.3 253
2013 11 15 09 55  2.1  0.2 14.3  2.1  6.7 WSW   W VERY_STEEP  5.5 263
2013 11 15 09 25  2.2  0.2 13.3  2.2  7.1  SW   W      STEEP  5.5 260
2013 11 15 08 55  2.5  0.2 10.5  2.5  7.1   S   W      STEEP  5.7 259
2013 11 15 08 25  2.3  0.2 14.3  2.3  7.1 WSW WSW      STEEP  5.6 254
2013 11 15 07 55  2.4  0.2 10.5  2.4  7.7   W WSW      STEEP  5.7 249
2013 11 15 07 25  2.4  0.2 10.5  2.4  7.1  SW WSW      STEEP  5.8 256
2013 11 15 06 55  2.6  0.2 10.5  2.6  7.1 WSW WSW VERY_STEEP  5.9 257
2013 11 15 06 25  2.5  0.2 10.5  2.5  7.7  SW WSW      STEEP  5.8 254
2013 11 15 05 55  2.4  0.2 10.5  2.4  7.1 WSW WSW      STEEP  5.7 257
2013 11 15 05 25  2.6  0.2 10.5  2.5  7.7 WSW WSW      STEEP  5.8 254
2013 11 15 04 55  2.5  0.2 10.5  2.5  7.7  SW WSW      STEEP  5.8 254
2013 11 15 04 25  2.6  0.2 10.5  2.6  7.1  SW   W VERY_STEEP  5.8 260
2013 11 15 03 55  2.9  0.2 10.5  2.9  7.7 WSW   W      STEEP  6.1 259
2013 11 15 03 25  2.6  0.2 10.5  2.6  8.3  SW WSW      STEEP  5.9 254
2013 11 15 02 55  2.8  0.2 10.5  2.8  7.7 WSW   W      STEEP  5.9 259
2013 11 15 02 25  2.6  0.2 10.5  2.5  7.7 WSW   W      STEEP  5.8 260
2013 11 15 01 55  2.6  0.2 10.5  2.6  7.7 WSW WSW      STEEP  5.8 257
2013 11 15 01 25  2.6  0.2 11.1  2.6  7.1 WSW   W VERY_STEEP  5.9 270
2013 11 15 00 55  2.7  0.2 10.5  2.7  8.3 WSW WSW      STEEP  5.9 253
2013 11 15 00 25  2.8  0.2 10.5  2.8  8.3 WSW   W      STEEP  6.0 259
2013 11 14 23 55  2.9  0.3 10.5  2.9  8.3 WSW WSW      STEEP  6.0 256
2013 11 14 23 25  2.8  0.3 10.5  2.8  8.3 WSW   W      STEEP  6.1 262
2013 11 14 22 55  3.1  0.3 10.5  3.1  8.3   W   W      STEEP  6.2 263
2013 11 14 22 25  3.0  0.3 10.5  3.0  8.3 WSW   W      STEEP  6.2 263
2013 11 14 21 55  2.9  0.3 10.5  2.9  7.7  SW   W      STEEP  6.3 269
2013 11 14 21 25  3.0  0.3 10.5  3.0  8.3 WSW   W      STEEP  6.2 263
2013 11 14 20 55  3.0  0.3 10.5  3.0  8.3 WSW   W      STEEP  6.3 264
2013 11 14 20 25  3.0  0.3 10.5  2.9  8.3 WSW   W      STEEP  6.2 267
2013 11 14 19 55  2.9  0.3 10.5  2.8  8.3 WSW   W      STEEP  6.2 264
2013 11 14 19 25  3.0  0.2 10.5  3.0  7.7  SW   W      STEEP  6.2 269
2013 11 14 18 55  2.7  0.2 11.1  2.7  8.3 WSW   W      STEEP  6.0 259
2013 11 14 18 25  2.6  0.2 10.5  2.6  7.1  SW   W VERY_STEEP  5.9 267
2013 11 14 17 55  2.4  0.2 10.5  2.4  7.7 WSW   W      STEEP  5.8 267
2013 11 14 17 25  2.5  0.2 10.5  2.5  7.7 WSW   W      STEEP  6.0 266
2013 11 14 16 55  2.6  0.2 10.5  2.6  7.7   W   W      STEEP  6.0 271
2013 11 14 16 25  2.5  0.2 10.5  2.5  8.3   W   W      STEEP  5.8 264
2013 11 14 15 55  2.6  0.2 11.1  2.6  7.1 WSW   W      STEEP  5.9 273
2013 11 14 15 25  2.7  0.2 10.5  2.7  7.7  SW   W      STEEP  6.0 267
2013 11 14 14 55  2.5  0.2 14.3  2.5  7.7 SSW   W      STEEP  5.9 270
2013 11 14 14 25  2.5  0.2 11.1  2.5  7.1 WSW   W      STEEP  5.6 271
2013 11 14 13 55  2.6  0.2 10.5  2.6  7.1   W   W VERY_STEEP  5.8 271
2013 11 14 13 25  2.5  0.2 14.3  2.5  6.7   W   W VERY_STEEP  5.6 274
2013 11 14 12 55  2.6  0.2 14.3  2.6  7.1   W   W VERY_STEEP  5.5 273
2013 11 14 12 25  2.3  0.2 10.5  2.3  6.7   W   W VERY_STEEP  5.3 271
2013 11 14 11 55  2.4  0.2 13.3  2.4  6.2   W   W VERY_STEEP  5.3 274
2013 11 14 11 25  2.1  0.2 14.3  2.0  6.2   W   W VERY_STEEP  5.0 273
2013 11 14 10 55  2.0  0.1 10.5  2.0  6.2 WSW   W VERY_STEEP  5.0 276
2013 11 14 10 25  1.8  0.1 16.7  1.8  6.7   W   W      STEEP  4.8 273
2013 11 14 09 55  1.8  0.1 13.3  1.8  5.9   W   W VERY_STEEP  4.9 280
2013 11 14 09 25  1.8  0.2 15.4  1.8  5.9   W   W VERY_STEEP  4.8 280
2013 11 14 08 55  1.8  0.1 14.3  1.8  5.9 SSW   W VERY_STEEP  4.7 280
2013 11 14 08 25  1.8  0.1 14.3  1.7  5.9   W WNW VERY_STEEP  4.6 283
2013 11 14 07 55  1.7  0.1 14.3  1.6  5.9 WSW   W VERY_STEEP  4.6 277
2013 11 14 07 25  1.4  0.1 12.5  1.4  5.6  SW   W VERY_STEEP  4.3 277
2013 11 14 06 55  1.4  0.1 14.3  1.4  5.3 SSE   W VERY_STEEP  4.3 277
2013 11 14 06 25  1.3  0.1 14.3  1.3  5.3 SSE   W VERY_STEEP  4.3 281
2013 11 14 05 55  1.3  0.1 14.3  1.3  5.3  SW   W VERY_STEEP  4.2 280
2013 11 14 05 25  1.2  0.1 14.3  1.2  4.8  SW WNW VERY_STEEP  4.1 290
2013 11 14 04 55  1.3  0.1 16.7  1.3  5.3   W WNW VERY_STEEP  4.1 291
2013 11 14 04 25  1.4  0.1 14.3  1.4  5.3   S WNW VERY_STEEP  4.3 297
2013 11 14 03 55  1.4  0.1 14.3  1.4  5.0  NW  NW VERY_STEEP  4.3 304
2013 11 14 03 25  1.4  0.1 16.7  1.4  5.0 NNW  NW VERY_STEEP  4.2 315
2013 11 14 02 55  1.5  0.1 14.3  1.4  5.3 ENE  NW VERY_STEEP  4.3 307
2013 11 14 02 25  1.5  0.1 16.7  1.5  5.0  SW  NW VERY_STEEP  4.3 309
2013 11 14 01 55  1.3  0.1 14.3  1.3  5.0   S  NW VERY_STEEP  4.0 318
2013 11 14 01 25  1.3  0.1 16.7  1.3  4.8  SE  NW VERY_STEEP  4.0 316
2013 11 14 00 25  1.1  0.1 15.4  1.1  4.3 SSW  NW VERY_STEEP  3.8 326
2013 11 13 23 55  1.1  0.1 14.3  1.1  4.2 SSE  NW VERY_STEEP  3.8 314
2013 11 13 23 25  1.0  0.1 14.3  1.0  4.2   S  NW VERY_STEEP  3.6 326
2013 11 13 22 55  0.9  0.1 14.3  0.9  4.0 SSW  NW VERY_STEEP  3.6 312
2013 11 13 22 25  0.8  0.1 10.5  0.8  3.7 SSE NNW VERY_STEEP  3.5 332
2013 11 13 21 55  0.8  0.1 14.3  0.8  3.7 SSE NNW        N/A  3.5 339
2013 11 13 21 25  0.8  0.1 14.3  0.8  3.7   S   N        N/A  3.5 350
2013 11 13 20 55  0.8  0.1 14.3  0.8  3.9   S   N        N/A  3.5 349
2013 11 13 20 25  0.8  0.1 14.3  0.8  3.7 SSW   N        N/A  3.6   4
2013 11 13 19 55  0.8  0.1 14.3  0.8  4.3   S   N VERY_STEEP  3.7 352
2013 11 13 19 25  0.8  0.1 14.3  0.8  4.5  SE NNE VERY_STEEP  3.8  18
2013 11 13 18 55  0.9  0.1 14.3  0.9  4.3  SE   N VERY_STEEP  3.9   4
2013 11 13 18 25  1.1  0.1 14.3  1.1  4.8 SSE   N VERY_STEEP  3.9   3
2013 11 13 17 55  1.1  0.1 16.7  1.1  4.8 ESE NNE VERY_STEEP  4.0  17
2013 11 13 17 25  1.1  0.1 14.3  1.1  5.0   E   N VERY_STEEP  4.0  11
2013 11 13 16 55  1.3  0.1 14.3  1.3  5.3 NNE   N VERY_STEEP  4.0   6
2013 11 13 16 25  1.4  0.1 15.4  1.4  5.0 ESE  MM VERY_STEEP  4.3   0
2013 11 13 15 55  1.5  0.1 15.4  1.4  5.0   E   N VERY_STEEP  4.3 357
2013 11 13 15 25  1.7  0.1 15.4  1.7  5.3  NE   N VERY_STEEP  4.5   3
2013 11 13 13 55  1.5  0.1 10.5  1.5  5.3  SE NNE VERY_STEEP  4.2  13
2013 11 13 13 25  1.5  0.1 15.4  1.5  5.3 ENE NNE VERY_STEEP  4.3  13
2013 11 13 12 55  1.6  0.1 15.4  1.6  5.3   E   N VERY_STEEP  4.3   8
2013 11 13 12 25  1.4  0.1 15.4  1.4  5.3 SSE NNE VERY_STEEP  4.2  13
2013 11 13 11 55  1.5  0.1 15.4  1.5  5.0 SSE  MM VERY_STEEP  4.3   0
2013 11 13 11 25  1.6  0.1 11.1  1.6  5.3   E   N VERY_STEEP  4.4   4
2013 11 13 10 55  1.5  0.1 14.3  1.5  5.3 NNE NNE VERY_STEEP  4.3  13
2013 11 13 10 25  1.5  0.1 15.4  1.5  5.0 SSE   N VERY_STEEP  4.3   8
2013 11 13 09 55  1.4  0.1 15.4  1.4  5.3 ESE   N VERY_STEEP  4.2   7
2013 11 13 09 25  1.5  0.1 15.4  1.5  5.0  NE   N VERY_STEEP  4.4   1
2013 11 13 08 55  1.4  0.1 12.5  1.4  5.3 ESE   N VERY_STEEP  4.4   6
2013 11 13 08 25  1.4  0.1 11.8  1.4  5.3  NE   N VERY_STEEP  4.3  10
2013 11 13 07 55  1.4  0.1 15.4  1.4  5.0  MM   N VERY_STEEP  4.3   4
2013 11 13 07 25  1.3  0.1 15.4  1.3  5.3 SSE   N VERY_STEEP  4.2 357
2013 11 13 06 55  1.3  0.1 15.4  1.3  5.6 SSE   N VERY_STEEP  4.2  10
2013 11 13 06 25  1.4  0.1 12.5  1.4  5.0  NW  MM VERY_STEEP  4.3   0
2013 11 13 05 55  1.4  0.1 15.4  1.4  5.3 SSE   N VERY_STEEP  4.3 352
2013 11 13 05 25  1.5  0.1 15.4  1.5  5.3 ENE   N VERY_STEEP  4.4 349
2013 11 13 04 55  1.6  0.1 11.8  1.6  5.3 NNW   N VERY_STEEP  4.5 350
2013 11 13 04 25  1.5  0.1 12.5  1.5  5.0 SSW   N VERY_STEEP  4.3 357
2013 11 13 03 55  1.5  0.1 15.4  1.5  5.0  NE   N VERY_STEEP  4.3 352
2013 11 13 03 25  1.6  0.1 12.5  1.6  5.3 NNW   N VERY_STEEP  4.4 354
2013 11 13 02 55  1.6  0.1 11.8  1.6  5.3  SE   N VERY_STEEP  4.3   7
2013 11 13 02 25  1.7  0.1 15.4  1.7  5.3 NNW   N VERY_STEEP  4.4   3
2013 11 13 01 55  1.7  0.1 15.4  1.7  5.3  SE   N VERY_STEEP  4.5   4
2013 11 13 01 25  1.7  0.1 15.4  1.7  5.3 NNW   N VERY_STEEP  4.5 359
2013 11 13 00 55  1.7  0.1 14.3  1.7  4.8 NNW   N VERY_STEEP  4.4 356
2013 11 13 00 25  1.6  0.1 12.5  1.6  4.8 SSW   N VERY_STEEP  4.2 354
2013 11 12 23 55  1.6  0.1 13.3  1.6  5.0   N   N VERY_STEEP  4.3 354
2013 11 12 23 25  1.5  0.1 18.2  1.5  4.8   N   N VERY_STEEP  4.2 356
2013 11 12 22 55  1.4  0.1 11.1  1.4  4.8  NE   N VERY_STEEP  4.2 357
2013 11 12 22 25  1.4  0.1 12.5  1.4  4.8   N   N VERY_STEEP  4.3 359
2013 11 12 21 55  1.4  0.1 15.4  1.4  4.5   S   N VERY_STEEP  4.3 352
2013 11 12 21 25  1.3  0.1 11.8  1.3  4.3 NNW   N VERY_STEEP  4.3   7
2013 11 12 20 55  1.3  0.1 12.5  1.3  4.8 NNE   N VERY_STEEP  4.3   7
2013 11 12 20 25  1.4  0.1 11.1  1.4  7.7 SSW WSW    AVERAGE  4.7 243
2013 11 12 19 55  1.5  0.1 12.5  1.5  5.0 SSE   N VERY_STEEP  4.9  11
2013 11 12 19 25  1.6  0.1 13.3  1.6  7.7   N WSW    AVERAGE  4.9 247
2013 11 12 18 55  1.9  0.1 11.1  1.9  5.6 NNE   N VERY_STEEP  5.0   3
2013 11 12 18 25  2.1  0.1 12.5  2.1  5.6   W   N VERY_STEEP  5.1   3
2013 11 12 17 55  2.1  0.1 11.1  2.1  5.3 NNW   N VERY_STEEP  5.2 352
2013 11 12 17 25  2.3  0.2 10.5  2.3  5.6 WSW   N VERY_STEEP  5.2 354
2013 11 12 16 55  2.3  0.1 10.5  2.3  5.6  SW NNW VERY_STEEP  5.2 346
2013 11 12 16 25  2.3  0.2 10.5  2.3  7.7 WSW   W      STEEP  5.2 259
2013 11 12 15 55  2.3  0.2 10.5  2.3  8.3 WSW WSW      STEEP  5.4 252
2013 11 12 15 25  2.2  0.2 10.5  2.2  8.3   W WSW      STEEP  5.6 250
2013 11 12 14 55  2.1  0.2 10.5  2.1  7.7   W   W      STEEP  5.3 259
2013 11 12 14 25  2.3  0.2 10.5  2.3  8.3  SW WSW      STEEP  5.6 256
2013 11 12 13 55  2.4  0.2 10.5  2.3  8.3 WSW   W      STEEP  5.7 264
2013 11 12 13 25  2.2  0.2 10.5  2.2  7.7 WSW   W      STEEP  5.8 262
2013 11 12 12 55  2.5  0.2 10.5  2.5  8.3  SW   W      STEEP  6.2 260
2013 11 12 12 25  2.4  0.2 11.1  2.4  8.3   W   W      STEEP  6.0 262
2013 11 12 11 55  2.6  0.2 10.5  2.6  8.3 WSW WSW      STEEP  6.2 257
2013 11 12 11 25  2.8  0.3 10.5  2.7  8.3 WSW   W      STEEP  6.2 262
2013 11 12 10 55  2.7  0.2 10.5  2.7  8.3 WSW   W      STEEP  6.2 260
2013 11 12 10 25  3.0  0.2 10.5  3.0  7.7 WSW   W      STEEP  6.3 266
2013 11 12 09 55  2.9  0.2 10.5  2.8  7.7 WSW   W      STEEP  6.1 270
2013 11 12 09 25  2.9  0.2 10.5  2.9  7.7 WSW   W      STEEP  6.0 264
2013 11 12 08 55  2.8  0.2 10.5  2.8  7.7 WNW   W      STEEP  5.9 269
2013 11 12 08 25  2.9  0.2 10.5  2.9  7.7   W   W      STEEP  6.0 269
2013 11 12 07 55  2.8  0.2 10.5  2.8  7.7   W   W      STEEP  5.8 264
2013 11 12 07 25  2.9  0.2 10.5  2.9  7.1 WNW   W VERY_STEEP  5.9 273
2013 11 12 06 55  2.9  0.2 13.3  2.9  6.7 WSW   W VERY_STEEP  5.9 269
2013 11 12 06 25  2.6  0.2 13.3  2.6  7.1 WSW   W      STEEP  5.7 273
2013 11 12 05 55  2.7  0.2 10.5  2.7  7.1 WSW   W VERY_STEEP  5.7 270
2013 11 12 05 25  2.7  0.2 10.5  2.7  7.1  SW   W VERY_STEEP  5.6 274
2013 11 12 04 55  2.8  0.2 10.5  2.7  7.1 WSW   W VERY_STEEP  5.8 267
2013 11 12 04 25  2.7  0.2 10.5  2.7  6.7 SSW   W VERY_STEEP  5.7 264
2013 11 12 03 55  2.6  0.2 14.3  2.6  6.7   W   W VERY_STEEP  5.7 269
2013 11 12 03 25  2.5  0.2 11.1  2.5  6.7 WSW   W VERY_STEEP  5.5 266
2013 11 12 02 55  2.1  0.1 10.5  2.1  6.2  SW   W VERY_STEEP  5.2 263
2013 11 12 02 25  2.1  0.2 14.3  2.1  6.2   W   W VERY_STEEP  5.0 269
2013 11 12 01 55  2.0  0.1 13.3  2.0  5.9 WSW   W VERY_STEEP  5.0 270
2013 11 12 01 25  1.9  0.1 12.5  1.9  5.9   W   W VERY_STEEP  4.9 270
2013 11 12 00 55  1.8  0.1 10.5  1.8  5.9  SW   W VERY_STEEP  4.9 270
2013 11 12 00 25  1.7  0.1 11.1  1.7  5.6 SSE   W VERY_STEEP  4.7 277
2013 11 11 23 55  1.6  0.1 10.5  1.6  5.6  SW   W VERY_STEEP  4.5 273
2013 11 11 23 25  1.5  0.1 13.3  1.5  5.3 SSW   W VERY_STEEP  4.4 278
2013 11 11 22 55  1.4  0.1 12.5  1.4  5.3 WSW   W VERY_STEEP  4.2 276
2013 11 11 22 25  1.3  0.1 10.5  1.3  4.5  SW   W VERY_STEEP  4.2 281
2013 11 11 21 55  1.2  0.1 11.1  1.2  4.5 SSE   W VERY_STEEP  4.1 280
2013 11 11 21 25  1.2  0.1 10.5  1.2  5.9   S   W      STEEP  4.2 269
2013 11 11 20 55  1.3  0.1 11.1  1.3  6.2  SW   W      STEEP  4.3 262
2013 11 11 20 25  1.2  0.1 11.8  1.2  6.2 WSW   W      STEEP  4.3 266
2013 11 11 19 55  1.2  0.1 10.5  1.2  6.7 SSW WSW      STEEP  4.4 254
2013 11 11 19 25  1.2  0.1 11.8  1.2  5.9 SSW   W      STEEP  4.4 274
2013 11 11 18 55  1.3  0.1 11.8  1.3  4.8   W WNW VERY_STEEP  4.5 297
2013 11 11 18 25  1.4  0.1 15.4  1.4  5.3   S WNW VERY_STEEP  4.6 288
2013 11 11 17 55  1.5  0.1 11.8  1.5  5.6   W WNW VERY_STEEP  4.6 284
2013 11 11 17 25  1.5  0.1 11.8  1.5  5.9 SSW   W VERY_STEEP  4.6 274
2013 11 11 16 55  1.6  0.1 11.1  1.6  5.6 WSW WNW VERY_STEEP  4.8 294
2013 11 11 16 25  1.8  0.1 11.1  1.8  5.6   S WNW VERY_STEEP  4.8 291
2013 11 11 15 55  1.9  0.1 10.5  1.9  5.3   S  NW VERY_STEEP  4.9 314
2013 11 11 15 25  2.1  0.1 10.5  2.1  5.3 WSW  NW VERY_STEEP  5.0 319
2013 11 11 14 55  2.3  0.2 11.1  2.3  6.2 WNW WNW VERY_STEEP  5.1 291
2013 11 11 14 25  2.2  0.2 11.1  2.2  5.9 WNW  NW VERY_STEEP  5.2 311
2013 11 11 13 55  2.2  0.2 10.5  2.2  6.2  SW WNW VERY_STEEP  5.2 302
2013 11 11 13 25  2.4  0.1 11.1  2.4  6.7 NNW WNW VERY_STEEP  5.4 292
2013 11 11 12 55  2.7  0.2 10.5  2.7  6.7 WNW WNW VERY_STEEP  5.5 287
2013 11 11 12 25  2.4  0.2 10.5  2.4  6.7  SW WNW VERY_STEEP  5.3 288
2013 11 11 11 55  2.5  0.2 11.1  2.5  6.2 WNW WNW VERY_STEEP  5.3 302
2013 11 11 11 25  2.7  0.2 10.5  2.6  6.2 WSW WNW VERY_STEEP  5.5 302
2013 11 11 10 55  2.7  0.2 10.5  2.7  6.2   W WNW VERY_STEEP  5.5 302
2013 11 11 10 25  3.0  0.2 10.5  3.0  6.2   W WNW VERY_STEEP  5.6 298
2013 11 11 09 55  2.9  0.2 10.5  2.9  6.7   S WNW VERY_STEEP  5.6 287
2013 11 11 09 25  2.7  0.2 10.5  2.7  6.7   W WNW VERY_STEEP  5.5 285
2013 11 11 08 55  2.7  0.2 10.5  2.7  6.2   W WNW VERY_STEEP  5.5 299
2013 11 11 08 25  2.7  0.2 10.5  2.7  7.1 WSW   W VERY_STEEP  5.7 280
2013 11 11 07 55  2.9  0.2 10.5  2.9  7.7 WSW   W      STEEP  5.9 266
2013 11 11 07 25  2.9  0.3 10.5  2.8  7.7 WSW   W      STEEP  5.9 266
2013 11 11 06 55  2.9  0.3 11.8  2.9  8.3   W WSW      STEEP  5.9 257
2013 11 11 06 25  3.0  0.2 10.5  3.0  7.7  SW   W      STEEP  5.9 263
2013 11 11 05 55  2.7  0.3 10.5  2.7  7.1 WSW   W VERY_STEEP  5.8 266
2013 11 11 05 25  2.8  0.3 10.5  2.8  8.3 WSW WSW      STEEP  5.9 253
2013 11 11 04 55  2.8  0.3 10.5  2.8  8.3 WSW WSW      STEEP  6.1 256
2013 11 11 04 25  3.0  0.3 11.1  3.0  7.7 WSW   W      STEEP  6.1 263
2013 11 11 03 55  2.9  0.3 10.5  2.9  8.3  SW WSW      STEEP  6.1 252
2013 11 11 03 25  3.0  0.3 10.5  2.9  7.7 WSW WSW      STEEP  6.1 254
2013 11 11 02 55  2.7  0.2 10.5  2.7  8.3  SW WSW      STEEP  5.9 246
2013 11 11 02 25  2.6  0.2 10.5  2.6  7.7 SSW WSW      STEEP  5.7 250
2013 11 11 01 55  2.5  0.2 10.5  2.5  8.3 WSW WSW      STEEP  5.6 242
2013 11 11 01 25  2.5  0.2 10.5  2.5  7.7 WSW WSW      STEEP  5.7 249
2013 11 11 00 55  2.7  0.2 10.5  2.7  7.7  SW WSW      STEEP  5.7 253
2013 11 11 00 25  2.6  0.2 10.5  2.6  6.7  SW   W VERY_STEEP  5.6 263
2013 11 10 23 55  2.5  0.2 11.1  2.5  5.9 WNW WNW VERY_STEEP  5.5 291
2013 11 10 23 25  2.4  0.2 10.5  2.4  7.7  SW WSW      STEEP  5.4 252
